19;2;38
19;2;62
19;2;112
19;2;262
19;2;274
19;2;277
19;3;103
19;3;107
19;3;170
19;4;173
19;5;69
19;6;16
19;6;48
19;6;81
19;6;82
19;6;127
19;7;35
19;7;43
19;7;49
19;7;96
19;10;62
19;10;64
19;10;103
19;11;58
19;14;27
19;15;46
19;16;30
19;16;32
19;16;97
19;20;47
19;20;123
19;21;101
19;21;103
19;22;54
19;24;55
19;27;89
19;37;40
19;39;61
19;41;30
19;43;68
19;43;69
19;72;13
20;2;38
20;2;137
20;2;194
20;2;249
20;2;257
20;3;13
20;3;55
20;3;111
20;3;120
20;3;122
20;3;139
20;3;175
20;4;45
20;4;90
20;4;158
20;5;11
20;5;42
20;5;55
20;5;64
20;5;67
20;6;54
20;7;64
20;7;72
20;7;83
20;7;117
20;7;165
20;7;196
20;7;200
20;8;17
20;8;19
20;8;26
20;8;30
20;8;40
20;8;62
20;8;68
20;9;40
20;9;51
20;9;117
20;10;62
20;11;41
20;11;48
20;11;58
20;11;66
20;11;81
20;11;94
20;12;21
20;14;27
20;15;40
20;15;42
20;15;59
20;16;99
20;16;100
20;16;128
20;17;65
20;17;103
20;18;16
20;20;38
20;20;39
20;20;40
20;20;46
20;20;68
20;20;77
20;20;123
20;21;9
20;21;69
20;21;70
20;21;71
20;21;74
20;21;76
20;21;77
20;21;84
20;21;88
20;22;38
20;23;27
20;23;28
20;26;15
20;26;52
20;26;62
20;26;63
20;26;118
20;26;119
20;26;170
20;26;218
20;27;50
20;27;53
20;27;57
20;28;7
20;28;9
20;28;20
20;28;25
20;28;31
20;28;35
20;29;15
20;29;24
20;29;32
20;29;33
20;34;20
20;34;21
20;37;76
20;37;98
20;37;115
20;37;134
20;37;146
20;38;83
20;40;45
20;40;51
20;41;18
20;44;20
20;44;24
20;44;56
20;45;19
20;46;13
20;47;11
20;48;20
20;48;24
20;48;27
20;51;35
20;52;48
20;54;13
20;54;14
20;54;34
20;54;35
20;54;37
20;58;22
20;66;4
20;68;49
20;69;11
21;2;214
21;2;251
21;3;13
21;3;68
21;3;123
21;3;124
21;3;125
21;3;126
21;3;139
21;3;148
21;3;150
21;3;152
21;3;160
21;4;73
21;4;84
21;4;139
21;4;141
21;5;23
21;5;56
21;6;34
21;7;64
21;7;72
21;7;83
21;7;117
21;7;118
21;7;129
21;7;137
21;8;10
21;8;11
21;8;12
21;8;17
21;8;18
21;8;19
21;8;26
21;8;40
21;8;43
21;8;44
21;8;64
21;8;66
21;9;14
21;9;25
21;9;26
21;9;32
21;9;40
21;9;48
21;10;90
21;10;103
21;11;30
21;11;49
21;11;94
21;14;14
21;14;47
21;20;68
21;20;69
21;21;9
21;21;105
21;22;15
21;22;38
21;22;39
21;22;40
21;22;60
21;22;78
21;24;55
21;25;31
21;28;6
21;30;47
21;33;9
21;33;10
21;33;25
21;33;26
21;36;9
21;37;116
21;37;171
21;37;172
21;37;173
21;40;51
21;47;4
21;47;7
21;47;35
21;48;1
21;48;3
